/home/alec/Documents/SmallDatasets/KineticsSmall/yarn spinning/pyo4PkQ5xkk_000038_000048.mp4, yarn spinning
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/_vKLlotiDUs_000078_000088.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/jNF9LqkWuVA_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/yRGIB61ervQ_000011_000021.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/mx797EMEreo_000002_000012.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/uP3ykKLyfzw_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/swTrjCn5iPg_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/OD9b8k1-7vk_000011_000021.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/3ltTfyCtpiQ_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/OPxFUMOOlhs_000040_000050.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/jr_vzQngVXI_000014_000024.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/q3SEtXqBYG8_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/CDzwr1uHuno_000008_000018.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/2qELZQca0g4_000021_000031.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/W3HIqZExdu4_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/KroGv293eTE_000087_000097.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/wdAt7eoZMjw_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/USVsMWB6U4I_000019_000029.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/bw_FjTqdyuQ_000019_000029.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/-sj3HYYf78I_000010_000020.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/TSlthbd4XU4_000046_000056.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/QO3aI2wrKK8_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/O-4mHn7wlvM_000007_000017.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/83sg7S-0IEw_000012_000022.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/w4WZ-uYklSk_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/Dk5lMcf0cGI_000004_000014.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/coLgIYocTI8_000003_000013.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/ICF21bBIkkc_000002_000012.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/kaEayjCUSsg_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/NDjY-2N_cMg_000004_000014.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/f1HEyaZ8Shs_000063_000073.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/QCJQG-DjqFw_000003_000013.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/7ZEscQfk8gs_000007_000017.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/NAe5NXOpUuw_000001_000011.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/6g0i0xIFy7w_000014_000024.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/0ZOPqX31EDc_000032_000042.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/F1U2OtqvKPg_000004_000014.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/668C-8jGKNU_000020_000030.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/efQOIVlvqU0_000001_000011.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/I2EfpqGgU44_000006_000016.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/98kXym5hBXI_000184_000194.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/WAkMyzjesa4_000004_000014.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/14ivB_olL28_000011_000021.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/RiO_Vx9vFnA_000002_000012.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/42PlyOHUDcM_000117_000127.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/t5prYWFjJA8_000008_000018.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/6-1crxRydbE_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/wvf-TVM-ItI_000072_000082.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/IBdqbV9lVKg_000049_000059.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/F0sw2F6G3bc_000009_000019.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/8kNjAF3fx4c_000082_000092.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/Tae416vipQQ_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/G9Mmw0JNtno_000008_000018.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/VVlsdiJcBrc_000012_000022.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/nHOQUODYNtM_000006_000016.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/pwYEt66UTN8_000059_000069.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/BAB2wbxWios_000132_000142.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/CBEJH5_Qf7A_000022_000032.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/7yiY56raj34_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/WeLemfOhVzQ_000131_000141.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/p6OrkDisEq8_000008_000018.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/p6bhSH2MemY_000031_000041.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/ZbbYj0WPAnA_000161_000171.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/dG9uW94ljiY_000191_000201.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/9TtIoPcR7gM_000008_000018.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/tPkyh7xxlTc_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/I2b2PY6LePI_000006_000016.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/ToLSMkUGWnU_000032_000042.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/0Ac1iGFCNX8_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/DOa84IoN8N8_000014_000024.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/5lYm5vLgEFg_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/BVTWrcsNesE_000003_000013.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/zpIjtBU-sKY_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/DUY5f_r_rW4_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/lrBLju3kAPw_000033_000043.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/tfSitmgiwLQ_000205_000215.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/czCGeEA6-D4_000028_000038.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/17Z5xNSS7FM_000044_000054.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/deG-dSWGSl8_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/5-CkIuQIIM8_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/wpM7lIlRudo_000022_000032.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/s7YRe5RYkJU_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/IS0dJv-6jGI_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/E2PnqlHh4fE_000001_000011.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/ILkTYPS0fAs_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/DOWd2nEwG-g_000021_000031.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/b5RhiHGuxgE_000001_000011.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/eyZVrvFxn6c_000144_000154.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/gkljqe0f5Cg_000003_000013.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/xK0cZabmCfQ_000006_000016.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/UIpihqgHyB4_000501_000511.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/a1nIsWJYQdA_000000_000010.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/8mob0WV1KnM_000051_000061.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/lighting fire/5TnLAWKkbK8_000014_000024.mp4, lighting fire
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/Y-lMsGb5Hk0_000064_000074.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/q82eUC92ACk_000651_000661.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/zyD6yz6-cYQ_000083_000093.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/2ojWLm_5hvs_000145_000155.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/OEsVRtAe81w_000000_000010.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/iegRNytyiYY_000008_000018.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/c7X8E9Nl4NY_000115_000125.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/wsiidtWIg44_000066_000076.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/a69mXqK5I7k_000009_000019.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/wA54spSucH0_000054_000064.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/DPsEQNWwAKk_000358_000368.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/wdZ-udSHAN8_000001_000011.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/FY0ZFKs8Fy0_000007_000017.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/_Zkt7Plmq7Q_000035_000045.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/oCabu3hiR34_000005_000015.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/nO4BFDXVqCg_000007_000017.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/9QvPzr-Q_sI_000010_000020.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/3FKqWNhhK84_000024_000034.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/ex1DGV4qCXs_000000_000010.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/9McFCBmkfow_000000_000010.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/N3cch2tY-v4_000033_000043.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/EWs3dOSJXzA_000214_000224.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/9ClQo2xhYmY_000002_000012.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/K7VW2eYyHcw_000039_000049.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/yV9xmQv3vTU_000246_000256.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/VnDRckszp7c_000006_000016.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/cc99vfGYeSQ_000019_000029.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/UpknkdcGb3k_000451_000461.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/TEcZdQBY1IQ_000023_000033.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/K2o0VPj4G8c_000010_000020.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/uak96Adxxc0_000034_000044.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/OFOwqlTnzFE_000121_000131.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/7grof8SH8mU_000371_000381.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/773-AUlG6lI_000028_000038.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/xE8xVDRJIrQ_000044_000054.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/fM91asSmF0s_000068_000078.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/8syXnMvOMSY_000028_000038.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/Aka7rJp6c1A_000028_000038.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/rFrjb1HsaXI_000092_000102.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/vBgzbFRZqFE_000132_000142.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/Z9zYsXd4o3U_000268_000278.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/UCFV1JYhq18_000015_000025.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/VPeLfux-2jY_000040_000050.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/9NajULMqyx8_000280_000290.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/79aUlS60A-s_000000_000010.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/4bhXOmPrJJU_000397_000407.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/TQs3OaJZwTk_000193_000203.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/VIsksCOlsqQ_000148_000158.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/kelkJY34T5I_000000_000010.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/B1vePbUwzsc_000052_000062.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/DTxo7lNtFro_000179_000189.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/kNN0HbBEJm4_000072_000082.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/lFsyUJ7Zmes_000185_000195.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/na5Xe_BpSxc_000105_000115.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/-TuVA28TVJc_000033_000043.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/jKaNcwjRPqM_000033_000043.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/9sLTFhFA2x8_000232_000242.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/1NIDUPARiFk_000045_000055.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/_PXsEZ3LH6k_000014_000024.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/M0OqY7P1t48_000036_000046.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/u3A9xC2GpGI_000011_000021.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/W-mQr6XGX6E_000046_000056.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/b3D0LBSVpfI_000418_000428.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/d52R8mXzmMk_000035_000045.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/7EHfC-qMNrM_000022_000032.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/maG3OCSBPTk_000268_000278.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/mQzuYrAPQUE_000004_000014.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/FAWz-xuPa7s_000000_000010.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/uVWIAIvj26c_000457_000467.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/5hY7wpMHfYM_000002_000012.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/Iw9TMgWvbQM_000009_000019.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/Prf1lu4ITXw_000002_000012.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/jt8lXu7siTM_000032_000042.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/pP3o0GLGulE_000154_000164.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/mrGctzSuyK0_000226_000236.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/v4k9akFrKeY_000064_000074.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/OkuzxSbA_NU_000283_000293.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/g8TdccNIH4w_000007_000017.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/408HK6TFhHM_000265_000275.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/K8TngQ1jsoY_000017_000027.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/qEtcsil6aI4_000218_000228.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/SllpW4we_zk_000068_000078.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/NCN3Rtrx1uw_000090_000100.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/rEMOAQGni-M_000012_000022.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/x7QusgAtXis_000009_000019.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/k1peqGMGvAc_000060_000070.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/JfSpqoE-sMo_000010_000020.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/52G9mfLEnUk_000465_000475.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/X3_URoYDFm0_000006_000016.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/ZG-nl_LuEVI_000020_000030.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/EgDtMh0pVpM_000352_000362.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/Lsvyy8XJS1E_000042_000052.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/Ya7p4nMHKoE_000001_000011.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/J2bwqAK-Mho_000000_000010.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/bdD2sPvwLGg_000000_000010.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/5iBGF1FkovY_000026_000036.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/y4y2GTJZfYM_000016_000026.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/maMdMHoNKLA_000102_000112.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/pld6gW8yU8M_000033_000043.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/skipping rope/10Z96jjDFOM_000005_000015.mp4, skipping rope
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/Cd6bFWOTCGw_000099_000109.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/r8P3TVc4q_I_000001_000011.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/CDbn7tkZLNw_000010_000020.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/SgpHsGDj_IA_000046_000056.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/EE2Fz3sDMvc_000002_000012.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/8T8qlPrQUsE_000001_000011.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/a7Mc-0lwAuE_000064_000074.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/7P9hcCbZxuQ_000007_000017.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/P34O_ywAv9M_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/RCBmIT1x_Fg_000053_000063.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/m0XnLK4XuE8_000001_000011.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/ANHX01cnyEE_000007_000017.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/qmZ0zwEfbqo_000044_000054.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/f2pb7sM1xtA_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/rz-G54JXF90_000019_000029.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/Ne0dIGd8EFQ_000001_000011.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/yAeXPE9KKgw_000051_000061.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/t6RrIYxSCTw_000004_000014.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/cb5JOBNp77Y_000022_000032.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/NDirIT0Oo4M_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/RUAdSIVneDw_000002_000012.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/khYlk8fTKT0_000029_000039.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/oBHtkjQnZeA_000006_000016.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/EZvZfmBBJ8E_000032_000042.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/chKq3MLcg6g_000002_000012.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/aNN4j-njBes_000009_000019.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/L0Hl_0uI_zA_000003_000013.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/ksxB8x3qork_000001_000011.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/UbPzKCGtAb4_000062_000072.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/-XVjAQJ-IPI_000008_000018.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/p8np1PJx6XA_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/6Meh_V8E63U_000002_000012.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/928oapTyrFM_000007_000017.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/7-2otHZ4wuk_000002_000012.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/T_r4IZiQkDA_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/gySJf4nj_OU_000001_000011.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/BRAE88hoERM_000003_000013.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/wafifewDFn8_000017_000027.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/-rhOaNjvwWo_000008_000018.mp4, flipping pancake
